Note,Description,key
"1,0","Mauvais. Aie, aie, aie. Répliques déplacées, mal écrites. Un gars va voir son dealer pour lui rendre de l'argent - qu'il n'a meme pas. Un bagarre éclate. Pour se faire pardonner, il partage un fabuleux plan absolument pas risqué d'aller cambrioler une mise aux enchères au Louvre. Le plan à été préparé parfaitement et confié à des dealers qui ne savent pas ce qu'ils font. L'opération se déroule comme sur des roulettes et ils arrivent à sortir le collier, évidemment. Tous les gars de la sécurité sont idiots, crédules et faillible à l'excès. Je n'y crois pas du tout.
A croire cette série, je monte une équipe avec mon frère, mon boulanger et le copain de ma petite soeur et on serait en mesure de braquer un camion de transfert de fonds. 
Dommage. Il y avait de la texture sur laquelle construire une série haletante.
Episode 1. Je n'irai pas plus loin. Ouh non!",11
"1,0",Scenario et situations sans crédibilité. Dialogues lourds et téléphonés.... dans la moyenne de la production hexagonale qui ne vole pas bien haut,12
"2,5","Comme souvent dans les séries, quand la production sort le chéquier pour les acteurs, ils n'ont plus les moyens de payer un bon scénario. C'est dommage car les acteurs sont plutôt bons mais il y a vraiment des gros raccourcis dans le scénario.",13
"4,0","Très bien ficelée,  une bonne série française ce qui est rare de nos jours.
Rebondissements,  humour , aventure au programme 
.",14
"4,5","Un bon divertissement à la française mais j'avoue avoir été surpris.
Au début j'ai trouvé ça mou puis tout a coup c'était beaucoup trop rapide, on aurait peut être aimé un scène dans le Louvre plus longue. 
Par contre sur l'épisode 1 la scène avec la voiture s'il vous plaît virer le réalisateur du 3d car c'est catastrophique. 
Après sinon il y a pas mal de chose prévisible mais en attente de la partie 2.",0
"2,0","Trop d incohérence. Scénario bâclé. Le coup des menottes ça été le ponpon, non franchement je ne comprend pas le succès de cette série...",1
"4,5","Très bon jeu d’acteurs et adaptation à notre époque 
Je recommande cette série qui est captivante.
Le casting est bon qui plus est",2
"4,5","J'ai adoré au point de regarder tous les épisodes en une soirée. 
Lupin des temps modernes avec un Omar Sy merveilleux dans le ce rôle. Belle réalisation, j'ai hâte de voir la saison 2!",3
"1,0","Flair, charme, esprit... Autant de qualités qui font défaut à cette série. 
La fin de la série est prévisible dès le premier épisode, les stratégies du personnage principal sont déjouées par un défaut évidente d'une technologie révolue...
L'émission se rapproche davantage d'un ocean eleven que d'un Arsène lupin.
S'il n'y avait pas Omar Sy, je ne ne verrais pas l'intérêt de regarder cette serie.",4
"5,0","woaw, juste j'adore, tres bien réalisé et bon acteurs franchement l'histoire aussi est bien trouvé et j'adore la façon dont la séries est filmé",5
"5,0","Franchement j'ai trouvé la série vraiment adictive et très sympa. J'ai moi aussi regardé les épisodes d'une traite. Et contrairement à de nombreux commentateurs j'ai trouvé le scénario bien ficellé, les vues de Paris sublimes et un Omar Sy au top. Merci pour ce divertissement ! Hâte de voir la suite !",6
"4,0",Bien joué et prenant qui donne envie de voir la suite voire même de reprendre la lecture des romans de Maurice Leblanc,7
"4,0","Je regarde énormément de séries et je peux dire que c'est une très belle série !
Les retournements de situations sont justes super, les acteurs sont Bon. Incroyable les gens qui pense qu'ils ne savent pas jouer leurs rôles. ils ont tous étés bien choisie pour que ça soit émouvant, inquiétant, amusant et bien d'autre en fonction du moment.
J'avoue ne pas avoir lue les bouquins au sujet d'Arsene Lupin de Maurice Leblanc mais ce que je sais c'est que je me régale ave la série .",8
"5,0",Excellente série avec un vrai scénario. J'ai adoré surtout qu'Omar Sy joue extrêmement bien son rôle,9
"4,0","N’en déplaise à ceux qui considère qu’une adaptation doit nécessairement être identique au livre, au point de démolir sa critique, j’ai passé un excellent moment. La série semble avoir du budget, elles acteurs était suffisamment bon et le suspens m’a tenu accroché.

L’histoire a un peu de profondeur, mais reste très simple à suivre. Quand au réalisme, si c’était une condition pour apprécier un film, nous n’aurions pas de SF. Bref, une critique bien différente de mon ressenti de spectateur.",10
"4,0","Sympathique ! Certes le jeu d'acteur n'est pas parfait de temps à autre, mais pour l'instant (la partie 1 en tout cas) est très satisfaisante. Notez tout de même que bien que le nom soit ""Lupin"", ce n'est PAS une adaptation de l'oeuvre de Maurice Leblanc, on retrouvera plutôt de nombreuses références à Arsène Lupin dans le film. Si certes on peut être tenté de rechercher Arsène Lupin dans Assane Diop, étant donné que celui-ci ne fait que s'en aspirer (énormément), il est normal de ne pas retrouver le caractère du gentleman-cambrioleur. Ainsi, si le côté gentleman est assez absent, on peut facilement l'excuser, car l'ingéniosité de Maurice Leblanc en termes d'aventures policières est belle est bien présente.

En tout cas, le réalisateur nous promet que si on a apprécié cette première partie, on ne peut qu'adorer la seconde, alors vivement la sortie de celle-ci !",11
"5,0","Une série qui  se laisse voir, un Arsène Lupin nouvelle génération qui divertit et vous fait oublier les problèmes de la journée.",12
"5,0","Pour une fois qu'une série française fait quelques choses de bien, Omar Sy à l'œuvre est juste incroyable.",13
"5,0","Passionnant. Décidément, je ne suis jamais déçu par les films portés par Omar Sy. Pour connaître les aventures de lupin et mieux comprendre la série, je vais me mettre à lire les livres...",14
"5,0","Nous avons beaucoup beaucoup aimé cette série.  Vivement les prochains épisodes. 
Omar Sy est géant !
Super dynamique, de l'action, sans être brutal ou de type block buster américain. 
De l'humour. L'histoire se tient.
Belles vues de Paris.
Très bon acteurs.
Vraiment une très bonne série. 
BRAVO.
Les enfants (20 ans/17 ans) veulent les livres.",0
"5,0",Je met 5 étoiles pour souligner le super travail réalisé. N'oublions pas que c'est français donc soyons indulgent un peu. Un régal Omar sy dans la peau d'Hassan. Je trouve la moyenne des notes bien trop basse.,1
"4,0",Très bonne série avec du rythme et une intrigue qui accroche le spectateur jusqu’à la fin ! Hâte de voir la saison 2,2
"4,0",Très bonne série avec du rythme et une intrigue qui accroche le spectateur jusqu’à la fin ! Hâte de voir la saison 2,3
"5,0","Innovant, amusant et une bonne accroche.
Une saison en 5 épisodes que j'ai dévorés.
On y retrouve un grand Omar Sy qui cache bien son jeu en tant qu'héritier de Lupin :)
Je recommande",4
"1,0","Charmé par certains des acteurs et l'idée du projet mais hélas encore une fois dessus par le cinéma français. Des scénarios et dialogues désespérant. Malgré les beaux plans sur la ville lumière, je reste affligé par la médiocrité de cette série.",5
"5,0","La série est passionnante. L'intrigue est au rendez-vous ! Le personnage principal joué par Omar sy est top !
Bravo",6
"5,0","Absolument merveilleux, touchant, angoissant, une revisite de Lupin étonnante et formidable 
Le plus difficile c’est d’attendre la suite!!!! Trop trop bien",7
"5,0","Qu'on se le dise, Lupin sur Netflix c'est une dinguerie. C'est excellent, drôle, fin, réaliste, ça dépoussière les histoires d'origine tout en leur rendant un merveilleux hommage, et Omar Sy est génial. Bref : allez-y",8
"4,5","Super dimanche avec Lupin. Drôle, bonne intrigue, bref, on a bien accroché. On attend la deuxième partie avec impatience !",9
"2,5",Dommage vraiment dommage! Beau cadre. Bonnes idées. Très peu crédible et mal joué. Ils auraient pu mieux bosser le script et choisir de meilleurs acteurs autour de Sy.,10
"2,5",Dommage vraiment dommage! Beau cadre. Bonnes idées. Très peu crédible et mal joué. Ils auraient pu mieux bosser le script et choisir de meilleurs acteurs autour de Sy.,11
"1,0","svp messieur les americains ...si vous voulez produire une serie de mauvaise qualité faite la chez vous.
Et éviter de masacrer nos acteurs notre litterature et notre capitale.
Tout est mauvais ... et bourré de clichés (limite insultant pour un francais).
Meme O. Sy n'arrive pas à sauver le truc ( d'ailleurs il est meilleurs dans des roles sensibles et comiques)",12
"5,0","La série et super, je conseille de la regarder, Omar sy et un super acteur le film lui colle à la peaux.",13
"3,5","Une série qui  se laisse voir, un Arsène Lupin nouvelle génération qui divertit et vous fait oublier les problèmes de la journée.",14
"4,5","J'ai adoré au point de regarder tous les épisodes en une soirée. 
Lupin des temps modernes avec un Omar Sy merveilleux dans ce rôle. Bonne intrigue et réalisation. belles images de Paris. 
J'ai hâte de voir la saison 2!",0
"5,0","Série très divertissante qu'on a envie de dévorer d'une traite. Il ne faut pas s'attendre à un remake moderne d'Arsène Lupin mais plutôt une proposition à part entière.
J'ai trouvé que regarder cette série avait quelque chose de léger et réconfortant, sans pour autant qu'on ne soit dans le registre comique. 
Lorsqu'on n'a pas d'attente précise, on est agréablement surpris.",1
"4,0","On s’amuse a regarder cette série du début a la fin, et ce n’est pas fini. Omar su dans son rôle est génial est génial",2
"3,5","Bonne série française, je mets 4 pour encouragement. Le jeu d'acteur est bon dans l'ensemble mais sonne un peu faux sur certaines scènes. Scénario à travailler pour avoir la note maximale. 
    spoiler:",3
"5,0","Très bonne série. Omar Sy joue très bien. Une série qui change, drôle, intelligente.
J’ai adoré ! Vu en une aprem, hâte de voir la suite.",4
"5,0","La série est passionnante. L'intrigue est au rendez-vous ! Le personnage principal joué par Omar sy est top !
Bravo",5
"5,0","Absolument merveilleux, touchant, angoissant, une revisite de Lupin étonnante et formidable 
Le plus difficile c’est d’attendre la suite!!!! Trop trop bien",6
"2,0","L'histoire est plutôt sympa, mais j'ai été très très déçu par le rendu finalement très ""bon marché"" alors que les premières images étaient prometteuses. Le jeu des acteurs est faible, pas naturel, à l'exception de Ludivine Sagnier, et la réalisation est moyenne. Bon, ça se regarde quand même. On verra si cela s'améliore à la saison 2, s'il y en a une...",7
"2,0","L'histoire est plutôt sympa, mais j'ai été très très déçu par le rendu finalement très ""bon marché"" alors que les premières images étaient prometteuses. Le jeu des acteurs est faible, pas naturel, à l'exception de Ludivine Sagnier, et la réalisation est moyenne. Bon, ça se regarde quand même. On verra si cela s'améliore à la saison 2, s'il y en a une...",8
